Respondent_ID,Country,Age,Gender,Education_Level,Work_Experience_Years,Position_Level,Power_Distance,Individualism,Masculinity,Uncertainty_Avoidance,Long_Term_Orientation,Indulgence,Role_Assumption,Production_Emphasis,Initiation_of_Structure,Tolerance_of_Uncertainty,Integration,Consideration,Preferred_Leadership_Behavior,Leadership_Behavior_Encoded
313,USA,36,Female,Bachelor,14,Mid,27.017662001081213,40.65456121515525,32.3452876343399,32.01576949295659,92.40547680095214,52.3544301523083,4,1,4,3,3,1,Supportive,1
314,NGA,37,Other,PhD,10,Mid,88.37424929290843,89.46885282105508,78.77818767925875,48.670565068129584,30.059328699215413,54.87166199653918,1,4,2,2,1,5,Supportive,1
315,NGA,26,Female,High School,33,Junior,66.30455185636603,40.38312211729912,64.59535397013161,27.65070153850588,0.2767100109588138,21.210992979555023,5,2,1,1,3,3,Supportive,1
316,IND,40,Male,High School,9,Executive,40.71648739951509,35.162816072673905,80.44744437230675,32.44931007609351,51.69976309125972,92.68480484566096,3,3,3,5,4,1,Supportive,1
317,BRA,48,Male,High School,18,Mid,87.89240261820753,53.89019553102342,19.401346358702646,87.71556780279596,79.72399218728002,70.35020970577321,2,4,2,2,4,2,Supportive,1
318,USA,59,Other,Master,13,Senior,84.21174075142562,42.62031658392405,48.0822342291256,33.720548456773486,26.86049819467803,25.84398495596197,3,3,5,2,3,4,Transactional,2
319,USA,46,Male,Bachelor,17,Senior,28.076121450220448,84.68206219089609,64.09432755720766,28.91414509300307,43.90440260494836,29.419299884670515,5,5,5,2,3,4,Transactional,2
320,JPN,35,Male,High School,23,Junior,71.53114989879775,50.805371192034094,81.7672608602236,90.39660295050098,17.278920456672843,88.03584652735573,1,2,3,4,1,3,Laissez-Faire,0
321,BRA,53,Male,Master,25,Junior,77.74668812206164,48.71046882708084,40.56153711303909,55.5037206489948,32.73952695162554,38.03554074888027,2,3,5,2,4,1,Supportive,1
322,IND,59,Other,Master,16,Junior,77.26618695887711,63.81034910759501,35.04720581682223,32.5730353129942,75.88530028668904,55.63633615709599,3,5,2,2,5,4,Transactional,2
323,IND,39,Male,Master,24,Senior,77.85141662831501,25.67802698757864,83.03725673486765,66.52139444036156,42.82812746404877,12.04267786634925,2,1,2,2,4,2,Laissez-Faire,0
324,JPN,55,Male,Bachelor,31,Senior,33.55662285192299,72.97130627715653,13.802661586413,23.320467190073508,44.7270843763066,25.173279841501994,5,4,2,2,1,1,Supportive,1
325,NGA,40,Female,Bachelor,11,Mid,45.20691634150155,73.787917526341,48.3676391884464,54.19060437036436,78.95516465914805,41.65766907266985,5,1,3,4,2,1,Supportive,1
326,IND,34,Male,Master,23,Junior,87.534280680357,53.18180843093674,46.69012484852665,67.22510611002747,76.29727423124541,65.61373778717986,4,4,5,3,3,4,Transactional,2
327,BRA,56,Female,Bachelor,22,Junior,91.87134001820397,86.89885587002998,21.68451311126497,96.56960242090469,18.715279471237658,28.022065876419823,4,2,5,4,2,3,Transactional,2
328,IND,26,Female,High School,33,Senior,42.335110925189625,60.55373775570234,41.59600889451025,46.117181102779206,41.52721794157108,95.07615122621334,5,3,4,2,3,3,Transactional,2
329,BRA,48,Female,Bachelor,18,Executive,21.841561294220195,68.66655179714937,67.80797919867867,81.20408772291555,84.88578362126448,22.021715190259982,2,1,1,3,3,3,Laissez-Faire,0
330,JPN,47,Female,PhD,14,Junior,88.78135577328865,84.70414688521709,39.34947556434032,30.615985112410343,45.67376824445024,77.89068899598479,3,1,1,4,5,4,Supportive,1
331,JPN,26,Other,High School,28,Junior,50.16734702600661,66.64417403973546,34.77283836878236,54.68658800271999,66.17634829270479,36.459881273376574,3,3,5,1,5,5,Transactional,2
332,IND,55,Male,Master,11,Mid,46.35708447679491,50.2278205407883,72.55163983250769,37.85077839043751,30.596214931032904,83.34008768618204,2,3,5,1,3,2,Supportive,1
333,USA,50,Male,Bachelor,24,Junior,47.75997437509005,21.733982294320384,89.09723288219215,59.39742687010994,5.955856156194461,92.3105711888773,1,5,2,2,4,2,Supportive,1
334,USA,53,Female,Master,19,Senior,53.25571391741132,70.98095209422667,72.34818991442238,53.37854870927028,16.48990315461285,18.701556150452525,2,4,3,2,1,3,Supportive,1
335,USA,27,Male,Master,13,Mid,50.26132973239369,87.54062081207316,77.70746305272655,98.38280399679309,40.17208921460901,49.14770420655014,5,5,5,5,1,3,Transactional,2
336,USA,38,Other,Bachelor,33,Mid,65.31447193068483,52.91645864751957,85.16005998500104,93.39983983365155,35.34670283889169,15.436587392441936,5,1,4,1,3,2,Supportive,1
337,NGA,49,Other,Bachelor,19,Mid,26.315222279855213,43.78380464517849,74.14179728608252,66.57647197328299,89.56407607911258,70.5825230785949,4,3,4,3,1,4,Supportive,1
338,IND,25,Male,Master,32,Mid,97.7232155446812,56.34815984896449,88.42834318533664,34.1207822332096,54.56226704794241,83.22380812277696,3,2,5,3,1,1,Supportive,1
339,BRA,27,Other,Bachelor,15,Junior,94.9160827577729,70.99060439792615,69.78274038056493,64.55655931375088,62.71553970941065,38.946793825789314,4,1,1,5,4,2,Supportive,1
340,USA,50,Male,Master,11,Senior,94.75253172923992,20.04833321374345,62.92180409337935,83.36658226590178,68.86827146961795,39.67509029593388,3,1,3,1,4,2,Laissez-Faire,0
341,BRA,42,Female,Master,23,Mid,90.34220992655308,82.10482059122975,65.46788393996998,23.042168958184558,53.16259303936582,20.38397807443938,2,4,4,4,3,1,Supportive,1
342,BRA,33,Male,Bachelor,5,Mid,72.82610417453839,82.04540017748252,82.00654614199873,54.72234789238587,76.96456693716353,30.65346573471685,1,5,5,4,1,1,Supportive,1
343,USA,47,Female,Bachelor,22,Mid,37.68868501987459,57.89085535260962,64.64065206894388,23.411753186356368,78.3100484332556,32.38930590375796,3,4,5,3,3,5,Transactional,2
344,BRA,45,Female,Bachelor,18,Junior,23.958678971709784,28.566513632292555,70.8964136758139,39.51663500383391,35.13859717826876,15.55742767712297,1,1,2,4,4,2,Laissez-Faire,0
345,JPN,25,Female,Master,7,Junior,27.94568518254133,67.02640562295349,27.28079469576482,27.369172768074293,8.478515349223493,30.99522300653288,1,3,4,2,1,1,Laissez-Faire,0
346,IND,45,Other,High School,33,Mid,45.91940003724845,29.649196407431937,83.01196903478481,96.8462625780066,98.63542283433664,90.72569011777624,1,2,2,2,4,2,Laissez-Faire,0
347,IND,51,Female,PhD,3,Mid,60.31064203966284,55.52830060028765,45.77705937433686,33.506292222428414,64.262070052239,32.53858324805613,2,4,3,5,2,1,Supportive,1
348,USA,30,Male,PhD,28,Mid,99.46024569478352,26.55409803867819,22.885386473024383,32.00831058690015,70.89160731632512,27.4437185269672,1,1,3,4,1,3,Laissez-Faire,0
349,JPN,52,Female,High School,1,Senior,54.83547934356793,61.23457368082509,73.98297531419689,97.76439731767672,75.66960065202346,38.46422829029845,1,5,4,5,2,3,Transactional,2
350,IND,41,Female,High School,22,Mid,61.97168723931014,42.26485275825911,38.51144141063793,61.277383224245874,61.29634217067987,96.02730379980336,5,4,2,1,2,3,Supportive,1
351,BRA,27,Other,Bachelor,19,Mid,75.61257977504644,78.1693990316252,24.729531436929697,80.6388025123638,47.09014694957489,76.45791318851226,5,1,1,4,4,2,Supportive,1
352,NGA,36,Other,PhD,14,Junior,34.4587176358237,75.99622883458903,30.500092733647605,46.185172093562805,98.46696942593812,20.17383175477552,3,5,2,3,4,2,Supportive,1
353,IND,36,Male,Bachelor,3,Senior,94.62616012498046,89.89317128321088,12.795918431237618,62.62885647478844,72.76574100690407,75.25515951030842,5,5,4,3,5,2,Transactional,2
354,USA,26,Male,Bachelor,19,Mid,62.32276846741874,38.025222229305534,17.2498386314708,20.548296966217848,84.5848761556485,76.62348421545849,3,2,4,1,1,4,Supportive,1
355,USA,46,Male,Master,33,Junior,42.10050764814149,24.326076494570625,57.40997883089001,52.70547771019328,43.9675371521915,95.01370746802849,1,3,2,2,5,3,Supportive,1
356,IND,47,Female,High School,21,Mid,94.80871890710723,51.01022856041914,79.29742624755646,64.40718291551632,90.47774990907466,89.10951088619228,5,2,5,2,3,1,Supportive,1
357,USA,54,Male,Bachelor,1,Mid,70.03604948471602,25.83823344765996,45.88243307190609,61.1528130799299,73.21510522815579,9.519498313102847,4,5,5,2,3,5,Transactional,2
358,BRA,29,Female,Bachelor,26,Senior,58.69517849993684,32.49498005460342,60.08465138397781,52.46557497734047,74.61279904455866,45.45765413677291,2,4,1,4,4,4,Supportive,1
359,NGA,33,Male,Master,10,Executive,66.41247279686193,61.81100989530867,74.77864809834274,83.03261309955573,8.693124373245631,70.29935780869553,5,3,1,5,3,2,Supportive,1
360,BRA,45,Male,High School,13,Mid,79.86417751241814,61.4491595941009,38.54151283664555,60.13126613229663,61.74567054531492,97.33688008699008,2,5,1,1,2,3,Laissez-Faire,0
361,JPN,35,Male,Bachelor,6,Senior,32.363040295436264,23.032923441078324,62.34512562810674,70.88964189167515,33.521673487269375,8.515471815443066,5,3,4,4,3,4,Transactional,2
362,IND,29,Male,Master,6,Junior,89.18643445625803,51.0033325992795,38.03459406327632,34.769690530722144,66.9001665846238,36.823274892221846,5,4,4,3,5,3,Transactional,2
363,BRA,59,Female,Bachelor,16,Mid,96.76054482385705,57.11530850070692,61.41722838176554,88.92000771288991,56.82141093081201,49.222380268406376,4,1,5,5,1,1,Supportive,1
364,BRA,51,Male,Master,8,Senior,65.35997214000597,38.76169664739906,27.40861761113984,49.026894551170514,11.118950671170436,41.32441935278519,1,1,2,5,4,5,Supportive,1
365,NGA,26,Male,High School,3,Mid,74.58166774380786,81.04302273128458,88.2271723416336,58.56829066611701,52.99877427661398,45.577844302840255,3,5,3,4,1,4,Transactional,2
366,JPN,48,Male,Bachelor,5,Mid,88.78667846769926,31.27690533524953,16.094221484523466,48.17558238597172,45.12584399051728,36.91021397248909,5,5,2,3,4,5,Transactional,2
367,NGA,55,Female,High School,21,Senior,49.98485051332004,37.77312635043501,50.41862796180461,91.35257408057234,77.64434919836022,97.06226141266744,5,2,5,5,3,4,Transactional,2
368,NGA,57,Female,Bachelor,31,Junior,99.42654359059188,30.989609052292717,32.90371304416616,92.05921175697864,50.263827099049806,80.32447789612898,2,5,5,4,3,3,Transactional,2
369,USA,54,Male,Bachelor,14,Junior,74.4401095445518,28.158264370939065,58.06702678528679,37.94274756881944,48.11621675994351,73.66599117633677,1,1,5,3,4,2,Supportive,1
370,USA,52,Female,Bachelor,19,Mid,53.91989586863857,81.52854288049882,44.264558392872885,80.21716446098668,71.94909782924445,41.07013581064501,5,1,5,4,1,3,Supportive,1
371,USA,55,Male,High School,20,Senior,74.18703800013017,39.450141554898735,34.53324700879416,28.23068365665594,66.85878901528773,88.15235808502315,5,2,4,3,2,2,Supportive,1
372,USA,35,Male,Bachelor,2,Senior,61.73440260107491,70.57668136274994,30.00301106263484,22.388028264623863,99.18543786334574,9.333928720443264,3,4,1,1,4,2,Supportive,1
373,USA,47,Female,Bachelor,7,Mid,28.93132572306921,49.958765180767486,24.599889135809185,86.92672908001695,35.195270074506766,14.341852625748498,1,3,1,2,2,2,Laissez-Faire,0
374,IND,26,Male,Bachelor,33,Senior,83.66922438154548,64.51114365137417,72.630345295101,30.4942516415956,68.83565687650943,95.40578532810883,1,1,2,4,5,3,Supportive,1
375,USA,51,Female,High School,6,Senior,65.15004642023456,84.97233373205465,27.775994967491684,32.38261742887934,16.72585558496954,56.69883034225529,5,3,2,4,4,3,Transactional,2
376,JPN,59,Male,Master,7,Junior,83.6676446299111,79.12255069302745,71.88209571007323,68.52706074352025,80.45607572350478,15.945777566924091,1,5,5,4,4,5,Transactional,2
377,NGA,26,Other,Bachelor,18,Senior,32.392955229397266,24.82904746941665,48.803088732347575,85.34148132351787,78.61556185100005,94.91457077507452,1,5,5,4,2,4,Transactional,2
378,USA,45,Male,Bachelor,29,Junior,63.06857254406205,79.16417746954525,15.778241708495855,35.168073603283375,72.58206850925089,97.48432747641276,3,4,3,1,2,2,Supportive,1
379,NGA,29,Female,Master,19,Junior,81.32994177703303,51.6276460696488,23.23541421229887,29.135378776983963,11.905076493791867,88.14930681952097,4,3,1,2,3,1,Laissez-Faire,0
380,JPN,45,Other,Bachelor,25,Mid,99.06436540726386,44.51020088159197,81.43237152977589,26.18578764006824,98.75445874921394,23.855785498161907,3,1,5,2,1,1,Laissez-Faire,0
381,USA,53,Male,High School,4,Mid,90.7517821108207,67.06715478231399,58.22526576041038,21.987712926836256,94.2610603440034,27.8493985918012,4,2,2,5,3,2,Supportive,1
382,IND,44,Female,Bachelor,13,Mid,89.14797016485115,86.51455111694736,24.746654297734757,29.31833198864576,37.0091482135417,40.69728525518729,3,1,2,1,3,4,Laissez-Faire,0
383,IND,44,Male,PhD,32,Junior,39.79681105171184,26.58948483116962,66.30119321606409,95.41535276549334,57.731588443754525,57.93217258580094,5,3,2,2,2,3,Supportive,1
384,NGA,49,Female,Bachelor,27,Junior,87.03876813672379,73.76539211751674,75.8609395542792,27.62260100675695,88.88869701419331,99.21814095695122,3,3,3,2,4,5,Transactional,2
385,IND,26,Male,Master,34,Junior,33.542502203437046,34.24556215305688,36.45225180467799,67.80471792600966,49.464399052569206,95.61335468327856,1,1,5,3,4,1,Supportive,1
386,NGA,56,Male,Master,28,Mid,35.84861316387468,46.60952859788992,54.52761702485701,93.6773111132824,59.9163339944421,92.11390586977404,1,1,5,3,2,4,Supportive,1
387,JPN,50,Female,Bachelor,9,Senior,28.80933949947776,81.16761113842749,33.475997622650965,70.22561126209376,60.32428591842331,8.927629881354582,2,4,5,1,4,3,Supportive,1
388,USA,30,Male,Master,8,Senior,88.60772245710297,58.20594288086376,16.4049374176469,22.61966036186781,64.92549677495604,75.71663452240955,5,5,3,1,1,2,Supportive,1
389,IND,27,Female,Bachelor,21,Senior,28.660359716105496,24.72196535652984,41.96072621895488,67.713104577277,57.550035911906775,87.68458613396913,1,4,5,2,5,3,Transactional,2
390,NGA,57,Male,Bachelor,30,Mid,31.048918379600803,55.56339850957168,70.1145615291909,92.24522454724608,40.59442229335728,33.327952953886644,5,1,1,3,4,3,Supportive,1
391,NGA,25,Male,Bachelor,29,Senior,39.67097200659087,75.2749331148997,46.69442231106216,45.804722806410126,53.94793648301231,21.957403420080755,3,1,5,3,4,3,Supportive,1
392,BRA,29,Female,Master,9,Junior,65.81299272965128,57.02164114359153,42.42152064161259,45.09023436566756,87.14426817966702,74.84414938868724,1,2,5,2,3,5,Supportive,1
393,JPN,37,Female,Bachelor,13,Junior,90.41441482403224,31.68224672853366,39.280575107153695,39.90908709606457,86.410334567355,9.083775639150682,5,5,2,2,2,1,Supportive,1
394,IND,43,Male,High School,18,Mid,53.45825242044545,51.15287525402724,46.713345813563976,60.4435669557024,77.25457468608396,94.08582021478271,3,2,5,5,4,1,Transactional,2
395,JPN,36,Male,Master,22,Mid,63.70287593534282,84.70417576277545,35.45831617061324,39.035427688747646,41.4107606922672,15.607764425628025,4,5,4,4,2,5,Transactional,2
396,NGA,49,Male,Master,31,Senior,33.31915199658024,66.07427930658791,58.974735592949976,77.90310171192237,78.59725518735307,45.75378521702091,2,5,3,1,3,4,Supportive,1
397,NGA,59,Male,PhD,10,Mid,41.27566847182333,71.09205545560125,15.0852783619756,71.58893979356897,38.78563471896105,98.2797849667096,3,3,2,1,1,3,Laissez-Faire,0
398,BRA,36,Male,Bachelor,9,Junior,30.714060998862,75.01555552146152,74.59105387578514,52.061889229567264,66.4068697450598,98.82202165370104,4,5,3,5,5,2,Transactional,2
399,IND,54,Male,High School,31,Senior,52.79350758936718,26.34853969353344,23.853355772267008,77.8044046235417,56.74281394057725,77.59902866955369,5,1,4,3,1,5,Supportive,1
400,IND,29,Female,High School,24,Mid,67.2268526942554,60.70755914889747,60.67557826309957,27.87970451517723,30.002466695650043,83.9188484827814,4,5,2,4,5,3,Transactional,2
401,USA,58,Female,Master,8,Senior,42.721562402676334,46.314063522971566,45.99060184417926,79.96227227072796,45.28782784562437,96.71707421915004,1,4,2,3,1,3,Laissez-Faire,0
402,NGA,46,Male,High School,20,Senior,87.67966844598341,29.7411414570468,71.87948375030456,68.2326545266962,83.036175927804,92.74295094143692,5,3,4,5,5,1,Transactional,2
403,BRA,37,Male,PhD,17,Junior,98.49906808053076,34.189669081281664,76.09119894568452,70.40663005493104,91.27528081609348,62.21086322838477,2,2,4,5,1,5,Supportive,1
404,NGA,27,Male,Bachelor,28,Junior,29.61238818516648,74.68123316073141,26.33602977485337,25.173096017798755,20.52954290496872,73.46169809287301,2,5,1,5,2,2,Supportive,1
405,JPN,44,Female,Master,6,Junior,21.42880448122593,31.304237370284092,64.17433179502045,69.45080093826222,45.62148098260016,59.37765539485278,5,2,2,1,5,5,Transactional,2
406,NGA,55,Other,Master,33,Junior,83.1821525915827,41.86930250552035,25.1926005414005,59.52976190603941,43.35055581536278,50.64952739715744,1,1,3,1,2,2,Laissez-Faire,0
407,JPN,29,Female,Master,28,Junior,35.25141422426759,39.9411336784157,19.91986086679077,58.8690001853555,48.90152972082746,88.08290165289472,5,2,5,3,3,3,Transactional,2
408,USA,48,Female,Bachelor,1,Mid,48.25172741286872,23.404125474019736,84.42368811770008,45.74827198329316,97.6625667537555,73.80251121370198,5,5,4,2,4,2,Transactional,2
409,NGA,57,Female,Bachelor,24,Executive,51.538497462064825,52.3510914467551,23.15112563530743,20.60911066722147,51.87425131402299,85.98161703680309,5,2,1,1,3,3,Supportive,1
410,USA,32,Male,High School,6,Senior,93.32795111207555,73.6150889518446,28.250554606618667,53.81099200369269,83.00766881991817,9.591096340541029,3,1,4,4,3,2,Supportive,1
411,JPN,48,Male,Bachelor,7,Senior,72.70705726129296,21.55068429242298,20.425920623037516,52.073297938059085,66.3937073980884,57.64851676244815,2,5,3,4,5,1,Transactional,2
412,NGA,44,Female,Bachelor,9,Junior,23.248759224231257,27.87860153359273,47.62335114971647,53.824432585490925,10.719090171650269,32.95168283482487,2,2,5,4,5,5,Transactional,2
413,NGA,40,Male,Master,16,Mid,21.184819257132368,70.41306757182974,83.56858580195123,68.95952052640347,69.56568010937791,51.3393978306116,1,2,5,5,3,1,Supportive,1
414,BRA,36,Female,High School,34,Mid,35.96544780242241,61.55066934710395,31.124459096979557,43.992497140812205,64.7059164698411,61.29654446365495,2,1,4,3,1,4,Supportive,1
415,IND,37,Female,PhD,20,Junior,45.45375526981691,70.06733298340774,53.34817045994318,41.55067593873878,75.84688946988624,84.57584721322844,1,4,5,5,4,5,Transactional,2
416,BRA,49,Female,High School,23,Senior,58.76190672692792,36.107276841399695,42.9166989674212,59.82250235786242,7.444852161513593,3.187772455861504,1,4,5,4,2,5,Transactional,2
417,JPN,56,Male,Bachelor,23,Executive,87.02715298470844,76.26381483081835,36.88075286723816,67.3854140788192,24.130755996297538,16.39833726815957,2,3,3,4,2,2,Supportive,1
418,JPN,48,Female,High School,4,Mid,45.18542048278076,53.59097420771937,55.77221530108598,65.38627413253607,76.92886897533585,92.1445741280316,5,1,4,5,1,3,Supportive,1
419,IND,33,Female,Master,10,Senior,50.122977541732425,62.72113819252,54.71143209350487,90.53133873052694,37.061597291038616,96.7270709923254,5,4,1,4,4,2,Transactional,2
420,IND,47,Female,High School,11,Junior,46.34703440077261,26.450739204058536,38.74932807072005,81.53152466758564,91.08189568220747,5.542268309744758,3,2,1,4,1,5,Supportive,1
421,IND,37,Female,Master,9,Mid,20.71722688263245,34.35221083518749,78.04506372528334,24.175191710000767,51.767040896773786,33.17875429168885,1,1,2,3,2,1,Laissez-Faire,0
422,IND,56,Other,Bachelor,12,Junior,96.4161231294496,74.13505171272158,14.253768619962017,65.07803321184792,0.1027133569599825,0.9729973767240496,4,2,3,4,1,3,Supportive,1
423,USA,39,Male,PhD,17,Junior,31.119670730917903,35.673590883214494,16.819071613384633,53.42513675919015,69.88359629245723,75.74480131947374,4,2,4,5,5,2,Transactional,2
424,BRA,29,Male,Bachelor,32,Senior,43.01339825625976,26.477087926502108,89.26250079733903,48.884103473388606,51.34639712630222,68.1940180240984,2,3,5,5,2,1,Supportive,1
425,USA,46,Male,Bachelor,23,Senior,30.344264167715345,61.80422975764702,69.81463296409433,96.63167248995308,31.70943558487329,56.48051153986338,2,3,3,2,5,2,Supportive,1
426,BRA,40,Male,Master,15,Mid,59.24345249253781,58.35555613132129,74.31431227440788,56.5436626022442,2.0440698403210056,69.1661173255565,4,5,4,4,4,5,Transformational,3
427,BRA,34,Other,Master,28,Mid,94.57328919539992,62.55257502883051,58.216086011103776,77.55479159750699,19.874623242529832,53.779121255782,3,1,4,2,5,2,Supportive,1
428,NGA,48,Other,Bachelor,5,Mid,28.056057410038903,63.28138474541639,43.58883408211678,97.36695759654587,16.159391832740212,23.88411755804658,1,4,3,5,1,1,Supportive,1
429,JPN,42,Male,Master,18,Senior,55.27175388707968,55.01381421051526,60.3381502985846,32.08001087219288,58.28541444201629,75.43337349554888,1,3,3,2,4,1,Laissez-Faire,0
430,USA,42,Male,High School,21,Executive,21.78998766172628,54.5641744398059,17.40677644869704,24.369300971916232,76.95540205077394,78.32777710649404,2,1,3,4,3,1,Laissez-Faire,0
431,USA,31,Male,Master,15,Senior,81.67185771089186,84.69158957026238,70.62153346417304,45.08961835576183,23.460641681375595,85.42018930732665,2,3,2,1,4,2,Laissez-Faire,0
432,IND,28,Female,Bachelor,3,Senior,71.29809148435399,57.37172074158182,53.25944377150796,23.555541227784424,69.77231342275483,95.4076678461756,5,4,5,3,3,5,Transformational,3
433,IND,50,Male,High School,26,Mid,75.97589309657201,63.21101416897011,86.53855124304738,29.341168900278905,89.98242585550062,74.75416117405452,3,3,3,4,3,4,Transactional,2
434,USA,29,Male,Bachelor,15,Mid,57.78690887165862,38.68785743571212,60.99802061661198,99.33678580166712,62.15860213445481,5.454979153327266,1,5,2,2,4,4,Supportive,1
435,USA,40,Male,Master,20,Junior,92.61064236451246,80.97652405615338,22.13540297427609,96.8143123814213,77.56476259730759,2.0838571546499263,5,1,1,2,3,4,Supportive,1
436,IND,59,Male,PhD,21,Junior,52.76459606980876,21.70576648614142,48.20400919824373,75.30341271671172,20.423150552023,73.98706707045248,4,1,2,2,5,3,Supportive,1
437,USA,50,Other,Bachelor,26,Senior,61.12680598296616,59.00587336084421,14.625779937545689,80.23895996834446,7.493852195061034,5.605096492721118,5,2,5,5,5,5,Transformational,3
438,NGA,42,Male,Master,23,Senior,75.62313778165034,46.8695206638676,69.6343647433497,31.23936621144204,36.53878012429278,31.594459829622668,4,5,1,4,4,5,Transactional,2
439,IND,53,Male,Bachelor,25,Mid,61.6448512876368,62.27329368923338,50.146521725465405,67.61884607634735,70.90069248723641,13.61598875239668,4,3,3,2,3,3,Supportive,1
440,USA,47,Male,Master,4,Mid,35.14685183330624,45.21204348399661,39.57226958338956,32.35301955265301,68.60985893150875,96.88999044021634,1,2,3,1,1,4,Laissez-Faire,0
441,USA,38,Female,High School,10,Junior,45.36564944359296,70.23815382023528,87.48395053376312,50.27089248817619,95.50792411450078,31.63941553654164,5,3,3,4,4,4,Transactional,2
442,NGA,39,Female,Bachelor,22,Mid,27.383557451104423,21.42320100814016,85.2478815173904,47.62760203118504,62.99784197666168,5.514690817032153,1,5,3,5,3,3,Transactional,2
443,JPN,57,Male,High School,3,Mid,54.60907977738383,48.412260713840006,86.22655974608958,69.11683689507248,41.12844609930495,94.96075425158833,3,2,1,4,3,1,Laissez-Faire,0
444,JPN,49,Male,Bachelor,19,Mid,68.75136744690624,78.18845198196897,27.677619377352816,26.37544870209279,79.71314266529271,60.87443786006679,3,4,2,5,3,5,Transactional,2
445,NGA,45,Female,Bachelor,31,Executive,29.48239554153125,37.51405024456051,68.28556765751938,28.2769655937362,15.306791164074552,3.6109068748973794,3,1,2,5,1,4,Supportive,1
446,NGA,41,Male,Master,9,Junior,70.44696971761032,23.69256148662254,85.6305709761965,68.79455393696277,81.30223383483772,83.33610398864005,3,5,4,3,5,4,Transactional,2
447,NGA,47,Female,Bachelor,29,Mid,91.42977118016874,54.7566852195618,55.6696205365307,70.88941255517011,36.59304657650362,15.252870305840638,4,5,2,3,2,3,Supportive,1
448,IND,41,Male,PhD,7,Mid,47.01789863884157,88.3573422368753,27.13282751465369,47.19059401945287,15.40100090222426,80.24362731612393,3,3,2,1,1,2,Laissez-Faire,0
449,JPN,38,Male,Master,24,Executive,37.76264769750559,24.491099307459567,75.42499711058097,31.74969022315885,16.21406240384511,60.27517462066567,1,4,2,2,2,5,Supportive,1
450,USA,53,Female,High School,8,Senior,91.44048510735225,24.90395449248553,80.39345978613694,90.88639326332898,98.3597495296082,17.711521463643155,5,4,2,4,5,5,Transformational,3
451,IND,44,Female,Bachelor,34,Mid,75.3556188718039,61.65815954626748,66.25883091092112,24.23590382754659,62.32227625406102,75.25980527530949,5,5,2,2,3,5,Transactional,2
452,BRA,54,Female,Master,26,Executive,28.431589444524302,37.50473990146904,33.4842302028477,77.39004140837699,17.42645943220812,45.45049756036133,1,5,1,4,2,1,Laissez-Faire,0
453,BRA,43,Male,PhD,28,Mid,52.6489561649386,48.716186354605775,25.255511892356218,31.203577450270743,26.856253801028974,63.81009397561159,2,1,5,1,2,2,Laissez-Faire,0
454,NGA,37,Female,PhD,28,Junior,73.92716798036389,78.13550070995736,59.9415840957374,70.98991267415573,37.207976909161125,86.95141653149253,2,4,5,1,1,5,Supportive,1
455,USA,42,Female,Master,7,Mid,65.95070999803639,33.91940789277615,48.62404198419584,73.09246775431197,5.589947025287612,26.029811542901825,2,5,4,4,5,1,Transactional,2
456,BRA,47,Female,Bachelor,3,Junior,69.48376954798985,70.35099558870031,63.50261795306177,84.34077096282964,10.841571641336875,36.59713407055072,2,1,2,5,4,1,Supportive,1
457,USA,57,Female,Master,22,Mid,65.37081391791409,55.31398592872894,18.93597323698928,51.602006581635,76.17542943987394,99.72717852144788,4,3,3,3,2,1,Supportive,1
458,BRA,42,Male,Bachelor,18,Executive,83.84490922439122,83.34703846899902,20.873084083845104,21.74371745862244,78.68739696208048,50.81144701563491,4,4,5,4,1,5,Transactional,2
459,USA,33,Female,Bachelor,12,Senior,45.63415654375829,88.10734002054947,39.03116447814973,84.88395087751941,98.82346113645742,55.85026743966562,5,2,3,5,3,5,Transactional,2
460,USA,57,Female,Master,31,Junior,76.67698783194905,53.94725499573771,30.700823010310003,55.52544155028272,6.759638534715339,28.54385398313436,5,2,4,4,5,3,Transactional,2
461,USA,56,Male,Master,5,Junior,99.28635539954274,60.92529413808269,59.54709048741367,87.76718556780645,88.91844116211186,41.6027252603275,4,5,3,4,3,3,Transactional,2
462,IND,41,Female,PhD,29,Junior,51.19670862249443,72.20897785162873,39.40324234897504,82.07879597287577,31.7216045644085,50.155174717340365,4,5,2,4,3,2,Transactional,2
463,IND,43,Male,Bachelor,14,Junior,83.28386516438344,42.30718993104036,64.71766289183071,59.86454569861319,32.78505857462005,25.844472638795857,5,1,2,4,4,3,Supportive,1
464,BRA,51,Male,Master,18,Junior,39.68873897089368,35.87182453662727,71.50387216845517,99.9519527194101,12.72822518804576,23.814551114401496,1,5,1,4,2,5,Supportive,1
465,NGA,30,Other,Master,7,Mid,42.551736982723945,87.52796207101036,24.97340561753454,56.96600616286474,98.63001769447392,60.04668158641183,4,5,2,5,4,3,Transactional,2
466,JPN,59,Male,Master,23,Senior,94.78910993468344,50.28307738537048,83.58590683320487,75.72036960375675,98.09892369086734,18.365144431961767,1,1,5,1,1,2,Laissez-Faire,0
467,JPN,58,Male,Bachelor,33,Senior,22.075068499895103,20.11135785610416,72.9727872229256,73.58430559382792,86.48296087379438,55.34577348015908,3,2,2,3,4,5,Supportive,1
468,NGA,44,Female,Master,16,Junior,37.394187588866345,78.64028089675585,60.14246417234203,61.44533720268618,9.07800866452365,70.62140236195006,1,1,2,3,1,4,Laissez-Faire,0
